Accession Code (sample#),LakeName,DEC_Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH_air_eq,ANC(ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2)
9646904,Squaw,40850,21-Aug-96,6.2,I,5,N,3.3,16.5,6.18,10.7,5,0.01,0.35,1.01,4.53,,0.41,11.4,0.08,0.36,5.81,1.62,4.87,97.32,5.34,2.47,0.5,0.34,1.19,0.57,1.22,0.4,17.2,0.2,5,0.05,0.4,32.8,2.02,98.79,172,60,29,31,TDL,black,177.4,1249291,4.9,36.4,364000
9746867,Squaw,40850,14-Jul-97,6.4,I,4,Ye,3.5,16.3,5.99,9.69,5,0.01,0.35,0.25,4.5,0.06,0.2,5.6,0.17,0.75,12.05,1.31,3.93,78.6,9,3.11,1.3,0.41,1.88,0.69,1.48,0.42,18.06,0.23,5.75,0.05,0.3,24.6,1.92,94.12,202,72,33,39,TDL,black,177.4,1249291,4.9,36.4,364000
9746940,Squaw,40850,18-Aug-97,6,I,5,N,3,15.7,6.24,16,20,0.03,1.41,0.25,3.1,0.12,0.14,3.92,0.06,0.27,4.25,1.38,4.14,82.8,6.8,2.1,2,0.33,3.7,0.46,0.98,0.43,18.49,0.26,6.5,0.1,0.49,40.34,1.95,95.64,45,0,0,0,TDL,black,177.4,1249291,4.9,36.4,364000
9846670,Squaw,40850,14-Jul-98,6.2,I,4,Ye,4.8,16.22,6.11,9.79,3.13,0,0.22,0.49,4.3,0.03,0.67,18.65,0.06,0.27,4.25,0.96,2.89,57.72,4.72,1.53,2.43,0.21,1.82,0.05,0.11,0.41,17.42,0.25,6.13,0.05,0.44,35.92,2.06,101.11,,17.48,4.63,12.85,TDL,black,177.4,1249291,4.9,36.4,364000
9846742,Squaw,40850,12-Aug-98,6.7,I,4,Ye,3.7,22,6.13,8.86,2.5,0,0.18,0.25,3.94,0.22,,,0.04,0.18,2.83,1.58,4.74,94.8,6.36,1.48,2.06,,6.61,0.91,1.95,0.42,18.15,0.21,5.28,0.05,0.44,35.92,2.69,131.58,,9.32,0,9.32,TDL,black,177.4,1249291,4.9,36.4,364000
9946170,Squaw,40850,6-Jul-99,6.2,I,3,Ye,3.5,15.4,6.2,8.29,9.09,0.01,0.64,0.25,1.45,0.08,0.16,4.48,0.07,0.31,4.96,1.29,3.87,77.4,7.09,2.03,2.5,0.26,2.94,1.12,2.4,0.42,17.97,0.22,5.55,0.09,0.4,33.13,1.59,77.91,45.3,1.52,0,1.52,TDL,black,177.4,1249291,4.9,36.4,364000
9946209,Squaw,40850,16-Aug-99,5.7,I,5,N,3.2,15.1,6.21,11.76,7.23,0.01,0.51,,1.17,0.04,0.36,10.08,0.03,0.13,2.13,1.45,4.35,87,5.8,1.32,4.44,0.28,3.47,0.78,1.66,0.43,18.58,0.24,5.95,0.05,0.4,32.8,1.37,67.28,61.71,0,0,0,TDL,black,177.4,1249291,4.9,36.4,364000
10046537,Squaw,40850,11-Jul-00,6.7,I,5,Ye,3.3,14.8,6.16,14.77,5.24,0.01,0.37,0.5,2.42,0.04,0.31,8.54,0.01,0.02,0.35,1.36,4.08,81.66,8.98,1.93,1.4,0.26,6.61,1.09,2.33,0.41,17.72,0.21,5.13,0.05,0.34,27.63,1.65,80.9,68.16,19.57,6.18,13.38,TDL,black,177.4,1249291,4.9,36.4,364000
10046609,Squaw,40850,14-Aug-00,6.6,I,5,Ye,2.75,14,5.95,19.72,2.5,0,0.18,0.5,3.4,0.04,0.23,6.44,0.01,0.02,0.35,1.26,3.78,75.6,5,2.27,0.5,0.17,8.48,0.94,2.01,0.41,17.46,0.22,5.38,0.17,0.32,26.32,1.59,78.01,35.13,16.32,21.82,0,TDL,black,177.4,1249291,4.9,36.4,364000
10146042,Squaw,40850,9-Jul-01,6.7,I,4,Ye,3.5,15.2,5.94,13.77,8.53,0.01,0.6,0.41,3.86,0.04,0.25,6.89,0.15,0.64,10.28,1.31,3.94,78.78,7.15,2.54,2.4,0.36,3.12,0.8,1.71,0.39,16.68,0.21,5.35,0.13,0.34,27.8,1.51,73.79,85.91,38.04,3.18,34.86,TDL,black,177.4,1249291,4.9,36.4,364000
10146123,Squaw,40850,5-Sep-01,6.6,I,5,N,3.7,13.4,6.35,14.72,12.75,0.02,0.9,0.67,2.11,0.01,0.36,10.02,0.04,0.16,2.62,1.21,3.64,72.72,5.88,2.91,2.31,0.31,5.81,0.65,1.39,0.38,16.13,0.23,5.63,0.14,0.36,29.6,1.34,65.51,42.77,17.87,1.59,16.28,TDL,black,177.4,1249291,4.9,36.4,364000
10246040,Squaw,40850,22-Aug-02,6.6,I,5,Ye,3.3,15,6.19,5.82,10,0.01,0.71,0.5,1.76,0.04,0.24,6.61,0.12,0.53,8.5,1.18,3.54,70.8,5.85,2.83,1.61,0.27,1.9,0.7,1.5,0.45,19.35,0.28,6.98,0.03,0.36,29.27,1.56,76.24,33.35,6.75,0,6.75,TDL,black,177.4,1249291,4.9,36.4,364000
10246119,Squaw,40850,19-Sep-02,5.7,I,5,N,4,14.6,6.45,25.18,67.31,0.09,4.76,0.5,2.74,0.06,0.3,8.4,0.02,0.08,1.35,1.25,3.75,75.06,4.58,1.87,2.24,0.31,1.55,0.95,2.03,0.43,18.62,0.21,5.13,0.13,0.37,30.34,1.57,76.83,26.71,1.72,0,1.72,TDL,black,177.4,1249291,4.9,36.4,364000
10346040,Squaw,40850,9-Jul-03,6.7,I,4,Ye,5.2,15.3,6.07,21.74,19.72,0.03,1.39,0.48,1.32,0.03,0.36,10.14,0.17,0.75,12.05,1.29,3.88,77.58,4.32,1.34,1.88,0.26,1.95,0.66,1.41,0.42,18.02,0.22,5.45,0.13,0.35,28.54,1.64,80.31,61.9,22.47,0,22.47,TDL,black,177.4,1249291,4.9,36.4,364000
10346126,Squaw,40850,6-Aug-03,6.9,I,3,Ye,3.1,15.1,6.22,14,12.93,0.02,0.91,,2.62,0.04,0.29,8.18,0.08,0.36,5.81,1.31,3.92,78.42,11.18,1.03,1.54,0.45,3.93,0.54,1.16,0.43,18.36,0.27,6.83,0.13,0.34,28.04,1.61,78.79,41.45,13.32,0,13.32,TDL,black,177.4,1249291,4.9,36.4,364000
10446039,Squaw,40850,13-Jul-04,6.7,I,4,Ye,3.8,13.8,5.86,11.13,5,0.01,0.35,0.43,1.92,0.02,0.31,8.68,0.17,0.73,11.69,1.58,4.73,94.5,4.86,1.74,1.89,0.34,2.56,0.83,1.78,0.44,18.96,0.27,6.65,0.13,0.38,31.41,1.39,68.01,68.38,27.31,5.77,21.53,TDL,black,177.4,1249291,4.9,36.4,364000
10446126,Squaw,40850,3-Aug-04,6.5,I,3,Ye,3.8,13.1,5.92,13.57,12.67,0.02,0.9,0.43,2.37,0.03,0.25,7.11,0.09,0.41,6.52,1.22,3.67,73.32,8.98,0.5,5.17,0.3,2.08,0.91,1.95,0.42,17.89,0.25,6.18,0.13,0.36,29.85,1.33,65.27,63.92,19.08,2.51,16.57,TDL,black,177.4,1249291,4.9,36.4,364000
10546040,Squaw,40850,11-Jul-05,6.5,I,4,Ye,3.8,14.8,5.97,12.81,23.1,0.03,1.63,0.5,2.49,0.03,0.42,11.79,0.11,0.48,7.65,1.18,3.54,70.8,5.07,0.5,2.04,0.22,1.99,0.67,1.43,0.46,19.74,0.24,6.05,0.13,0.33,26.9,1.32,64.78,66.48,26.09,4.1,21.99,TDL,black,177.4,1249291,4.9,36.4,364000
10546125,Squaw,40850,8-Aug-05,6.4,I,4,Ye,3.1,15.5,6.14,15,5,0.01,0.35,0.39,2.28,0.03,0.45,12.57,0.04,0.2,3.14,1.11,3.33,66.6,6.45,2.85,1.18,0.23,2.68,0.52,1.11,0.46,19.82,0.26,6.48,0.13,0.28,22.8,1.34,65.76,52.06,20.05,4.53,15.52,TDL,black,177.4,1249291,4.9,36.4,364000
10646039,Squaw,40850,13-Jul-06,7.5,I,3,Ye,3.9,14.7,6,14.3,5,0.01,0.35,0.38,2.52,0.04,0.39,10.84,0.07,0.3,4.86,1.15,3.45,69,5.81,2.21,1.07,0.25,5.86,1.4,3,0.38,16.51,0.21,5.18,0.13,0.31,25.26,1.1,54,101.46,36.18,5.96,30.22,TDL,black,177.4,1249291,4.9,36.4,364000
10646126,Squaw,40850,9-Aug-06,6.7,I,4,Ye,3.8,13.4,6.11,16.47,5,0.01,0.35,0.53,2.97,0.04,0.29,8.18,0.01,0.06,0.89,1.03,3.09,61.8,7.27,1.86,1.53,0.19,3.46,0.82,1.74,0.42,17.97,0.25,6.15,0.13,0.31,25.42,1.26,61.64,80.21,30.76,3.37,27.39,TDL,black,177.4,1249291,4.9,36.4,364000
10746013,Squaw,40850,17-Jul-07,6.5,I,5,Ye,3,12.6,5.95,13.18,5,0.01,0.35,0.33,2.36,0.03,0.31,8.76,0.14,0.62,9.85,1,2.99,59.88,4.86,2.55,0.5,0.39,9.38,0.84,1.8,0.38,16.21,0.19,4.75,0.13,0.33,26.98,1.22,59.93,61.84,17.89,5.64,12.25,TDL,black,177.4,1249291,4.9,36.4,364000
10746054,Squaw,40850,2-Aug-07,6.5,I,3,Ye,3.7,12,6.2,-7.76,5,0.01,0.35,0.4,2.65,0.03,0.35,9.66,0.08,0.34,5.4,1,2.99,59.88,7.94,4.27,1.29,0.3,3.37,0.71,1.52,0.38,16.17,0.21,5.25,0.06,0.28,23.21,1.25,61.4,43.37,12.28,2.62,9.66,TDL,black,177.4,1249291,4.9,36.4,364000
10846014,Squaw,40850,2-Jul-08,6.6,I,4,Ye,4.5,12.5,6.11,12.56,5,0.01,0.35,0.46,1.69,0.03,0.42,11.7,0.09,0.38,6.07,1.08,3.24,64.8,4.09,1.65,1.96,0.4,2.31,0.94,2,0.32,13.72,0.22,5.5,0.13,0.25,20.09,1.61,79.04,63.11,0,0,0,TDL,black,177.4,1249291,4.9,36.4,364000
10846055,Squaw,40850,7-Aug-08,6.5,I,5,Ye,3.7,9.4,6.29,17.7,19.8,0.03,1.4,,2.04,0.03,0.28,7.81,0.03,0.11,1.77,1.11,3.33,66.6,3.4,1.97,1.38,0.3,3.87,0.8,1.72,0.32,13.72,0.17,4.35,0.13,0.28,23.21,1.62,79.14,45.44,21.83,15.19,6.64,TDL,black,177.4,1249291,4.9,36.4,364000
11046014,Squaw,40850,14-Jul-10,5.5,I,3,Ye,3.5,17.6,6.37,16.68,15.9,0.02,1.12,0.45,2.62,0.03,0.4,11.09,0.03,0.11,1.77,0.92,2.75,55.02,5.72,1.35,1.82,0.12,6.27,0.45,0.96,0.42,18.23,0.18,4.45,0.13,0.26,21.07,1.13,55.27,44.93,2.59,0.05,2.54,TDL,black,177.4,1249291,4.9,36.4,364000
11046056,Squaw,40850,10-Aug-10,5.7,I,5,N,2.8,14.9,6.49,28.76,15.2,0.02,1.08,0.63,2.99,0.06,0.72,20.08,0.03,0.11,1.77,2.31,6.93,138.6,4.3,2.09,1.65,0.14,5.08,0.32,0.69,0.41,17.72,0.14,3.45,0.13,0.25,20.58,0.89,43.51,35.64,1.94,0.05,1.89,TDL,black,177.4,1249291,4.9,36.4,364000
11146011,Squaw,40850,19-Jul-11,6.5,I,3,Ye,4.2,12.1,6.34,23,25,0.03,1.77,0.4,2.67,0.03,0.22,6.24,0.03,0.11,1.77,0.91,2.72,54.3,6.15,2.02,2.03,0.213,2.18,0.91,1.96,0.4,17.16,0.25,6.13,0.18,0.3,24.93,1.21,59.05,73.37,15.515,0,15.52,TDL,black,177.4,1249291,4.9,36.4,364000
11146052,Squaw,40850,17-Aug-11,6.8,I,5,Ye,4,13.2,6.54,37.23,33.1,0.04,2.34,0.74,2.3,0.03,0.24,6.83,0.03,0.111,1.77,0.86,2.59,51.78,9.16,4.23,0.72,0.161,2.99,0.87,1.87,0.4,16.99,0.25,6.13,0.17,0.32,25.99,1.23,60.27,16.09,3.859,0,3.86,TDL,black,177.4,1249291,4.9,36.4,364000
11246012,Squaw,40850,19-Jul-12,6.5,I,4,Ye,3.9,13.8,6.54,33.65,26.3,0.034,1.86,0.507,2.825,0.042,0.386,10.808,0.03,0.135,2.154,0.887,2.661,53.22,8.756,3.9,1.93,0.188,4.9,0.92,1.96,0.447,19.221,0.155,3.875,0.03,0.334,27.388,1.787,87.563,65.17,3.103,0,3.1,TDL,black,177.4,1249291,4.9,36.4,364000
11246052,Squaw,40850,14-Aug-12,4.8,I,4.5,N,3.25,13.5,6.67,40.38,31.5,0.041,2.228,0.901,3.316,0.0328,0.37,10.36,0.005,0.02,0.319,0.797,2.391,47.82,7.673,4.3,2.123,0.296,4.11,0.679,1.45,0.423,18.189,0.154,3.85,0.144,0.351,28.782,1.951,95.599,66.72,3.45,0,3.45,TDL,black,177.4,1249291,4.9,36.4,364000
9646747,Squaw,40850,26-Jun-96,6.5,G,5,Yh,4,17.3,5.91,15,5,0.01,0.35,0.96,5.2,,,,0.19,0.84,13.46,1.4,4.2,84,4.88,3.6,2.32,0.64,1.12,1.3,2.78,0.41,17.63,0.22,5.5,0.05,0.4,32.8,1.53,74.77,144,53,26,27,TDL,black,177.4,1249291,4.9,36.4,364000
9646834,Squaw,40850,23-Jul-96,6.5,G,5,Yh,4.8,16,6.08,1.87,17,0.02,1.2,0.94,4.23,,0.36,10.08,0.12,0.53,8.43,1.43,4.29,85.8,6.01,1.74,2.31,0.35,1.49,0.1,0.21,0.39,16.77,0.2,5,0.05,0.41,33.62,1.41,69.27,82,24,15,9,TDL,black,177.4,1249291,4.9,36.4,364000
9746868,Squaw,40850,14-Jul-97,6.4,G,5,Yh,3.5,16.9,6.43,21.53,10,0.01,0.71,1.6,7.4,0.06,0.2,5.6,0.13,0.58,9.21,1.3,3.9,78,9.8,3.76,2.4,0.39,4.3,1.02,2.18,0.43,18.49,0.26,6.5,0.25,0.32,26.24,1.43,70.22,54,18,14,4,TDL,black,177.4,1249291,4.9,36.4,364000
9846671,Squaw,40850,14-Jul-98,6.2,G,5.5,Yh,4.8,19.4,6.32,36.7,46.39,0.06,3.28,2.68,4.07,0.03,0.74,20.72,0.08,0.33,5.31,1.04,3.11,62.16,13.51,2.75,2.26,0.36,18.82,1.12,2.4,0.42,18.23,0.31,7.65,1.58,0.49,39.85,1.74,85.27,,22.3,5.24,17.06,TDL,black,177.4,1249291,4.9,36.4,364000
9846743,Squaw,40850,12-Aug-98,6.7,G,6,Yh,3.7,21.6,6.26,49.32,,,,5.5,4.48,0.06,0.62,17.36,0.01,0.04,0.71,0.93,2.79,55.8,12.69,6.4,2.22,0.84,8.92,1.48,3.17,0.45,19.22,0.35,8.73,3.56,0.58,47.89,2.16,105.85,,7.67,0,7.67,TDL,black,177.4,1249291,4.9,36.4,364000
9946171,Squaw,40850,6-Jul-99,6.2,G,5.5,Yh,3.5,16,6.22,42.88,2.33,0,0.16,1.77,1.87,0.01,0.25,7,0.01,0.04,0.71,1.18,3.54,70.8,10.37,3.83,2.68,0.44,23.06,1.19,2.55,0.42,17.97,0.25,6.18,0.3,0.43,35.26,1.79,87.91,77.2,3.84,0,3.84,TDL,black,177.4,1249291,4.9,36.4,364000
10046538,Squaw,40850,11-Jul-00,6.7,G,6,Yh,3.3,18.7,6.89,82.33,161.2,0.21,11.4,2.15,3.14,0.05,0.29,8.01,0.01,0.02,0.35,1.04,3.11,62.28,16.03,5.38,2.78,0.68,9.29,1.45,3.1,0.4,17.29,0.27,6.63,1.01,0.47,38.46,2.19,107.41,82,8.64,0,8.64,TDL,black,177.4,1249291,4.9,36.4,364000
10046610,Squaw,40850,14-Aug-00,6.6,G,6,Yh,2.75,17.8,6.68,82.63,193.8,0.25,13.71,3.87,3.59,0.05,0.3,8.37,0.01,0.02,0.35,0.97,2.91,58.14,10.8,3.69,2.68,0.63,5.77,1.1,2.35,0.43,18.4,0.27,6.7,1.21,0.43,35.26,1.91,93.79,73.83,5.67,0,5.67,TDL,black,177.4,1249291,4.9,36.4,364000
10146043,Squaw,40850,9-Jul-01,6.7,G,6,Yh,3.5,17.4,6.54,48.92,52.29,0.07,3.7,3.01,2.8,0.02,0.28,7.92,0.08,0.37,5.88,1.27,3.81,76.14,11.9,2.16,2.06,0.35,3.58,1.04,2.23,0.43,18.49,0.24,5.9,0.26,0.4,32.88,1.68,82.47,93.66,23.26,3.47,19.79,TDL,black,177.4,1249291,4.9,36.4,364000
10246041,Squaw,40850,22-Aug-02,6.6,G,6,Yh,3.3,19,7.04,88.17,114,0.15,8.06,5.23,2.24,0.06,0.35,9.8,0.01,0.02,0.35,0.97,2.92,58.32,11.39,2.99,0.5,0.46,1.47,1.49,3.19,0.46,19.69,0.27,6.68,0.94,0.44,36.33,1.86,90.94,65.38,9.81,0,9.81,TDL,black,177.4,1249291,4.9,36.4,364000
10346041,Squaw,40850,9-Jul-03,6.7,G,6,Yh,5.2,17.7,6.74,44.88,102.88,0.13,7.28,3.63,1.13,0.03,0.39,10.84,0.12,0.51,8.15,1.29,3.87,77.4,4.64,1.95,1.77,0.32,2.71,1.51,3.23,0.43,18.32,0.23,5.7,0.31,0.4,32.55,1.84,90.16,79.9,24.57,0,24.57,TDL,black,177.4,1249291,4.9,36.4,364000
10346127,Squaw,40850,6-Aug-03,6.9,G,6,Yh,3.1,17,6.6,35.78,62.97,0.08,4.45,,2.45,0.05,0.39,10.86,0.08,0.37,5.95,1.3,3.89,77.7,6.92,1.37,1.32,0.47,8.01,0.98,2.1,0.41,17.72,0.27,6.7,0.21,0.38,31.24,1.68,82.22,58.88,15.84,0,15.84,TDL,black,177.4,1249291,4.9,36.4,364000
10446040,Squaw,40850,13-Jul-04,6.7,G,6,Yh,3.8,16.1,6.58,39.82,78.11,0.1,5.52,3.67,1.66,0.02,0.4,11.17,0.14,0.6,9.64,1.5,4.5,90.06,5.06,2.38,2.51,0.62,2.34,1.48,3.17,0.44,19.09,0.3,7.5,0.4,0.44,35.83,1.39,68.31,97.57,8.99,1.19,7.8,TDL,black,177.4,1249291,4.9,36.4,364000
10446127,Squaw,40850,3-Aug-04,6.5,G,6,Yh,3.8,16.3,6.76,66.1,92.54,0.12,6.55,3.34,2.23,0.04,0.3,8.37,0.04,0.17,2.69,1.02,3.07,61.32,6.9,1.24,0.5,0.53,4.33,1.78,3.81,0.42,18.19,0.3,7.53,1.27,0.47,38.29,1.85,90.5,97.03,7.91,0,7.91,TDL,black,177.4,1249291,4.9,36.4,364000
10546041,Squaw,40850,11-Jul-05,6.5,G,6,Yh,3.8,16.3,6.46,31.4,52.3,0.07,3.7,2.94,1.94,0.03,0.48,13.38,0.08,0.38,6,1.14,3.42,68.4,6.62,1.97,2.15,0.32,3.62,1.22,2.61,0.47,20.08,0.27,6.83,0.3,0.36,29.11,1.47,72.23,101.18,21.42,0.89,20.53,TDL,black,177.4,1249291,4.9,36.4,364000
10546126,Squaw,40850,8-Aug-05,6.4,G,6,Yh,3.1,19.6,6.9,62.71,123,0.16,8.7,4.64,1.8,0.04,0.41,11.4,0.07,0.29,4.63,1.04,3.12,62.4,6.83,3.22,1.35,0.51,1.53,1.32,2.82,0.47,20.34,0.27,6.85,0.85,0.38,30.83,1.55,75.71,77.46,17.13,3,14.14,TDL,black,177.4,1249291,4.9,36.4,364000
10646040,Squaw,40850,13-Jul-06,7.5,G,6,Yh,3.9,17.8,6.66,41.11,90.4,0.12,6.39,4.1,2.89,0.03,0.36,9.97,0.05,0.24,3.8,1.11,3.33,66.6,5.81,2.67,1.7,0.41,2.03,0.97,2.07,,,0.35,8.8,0.56,0.38,30.75,1.24,60.71,101.51,10.2,0,10.2,TDL,black,177.4,1249291,4.9,36.4,364000
10646127,Squaw,40850,9-Aug-06,6.7,G,6,Yh,3.8,16.8,6.66,39.87,84,0.11,5.94,3.78,1.79,0.04,0.38,10.53,0.09,0.4,6.34,1.08,3.24,64.8,6.1,1.71,1.71,0.39,2.09,1.09,2.33,0.45,19.14,0.25,6.25,0.31,0.36,29.44,1.55,75.8,92.9,12.84,0,12.84,TDL,black,177.4,1249291,4.9,36.4,364000
10746014,Squaw,40850,17-Jul-07,6.5,G,6,Yh,3,12.9,6.03,11.12,5,0.01,0.35,0.86,2.34,0.03,0.5,14.11,0.14,0.62,9.99,1,3,60,6.02,3.73,1.18,0.35,13.4,0.95,2.03,0.38,16.25,0.19,4.8,0.13,0.33,26.9,1.22,59.73,74.45,15.84,6.29,9.55,TDL,black,177.4,1249291,4.9,36.4,364000
10746055,Squaw,40850,2-Aug-07,6.5,G,5,Yh,3.7,14.6,6.86,52.61,60.4,0.08,4.27,5.44,2.18,0.03,0.47,13.05,0.03,0.11,1.77,0.93,2.79,55.74,6.94,6.66,1.12,0.47,8.54,1.66,3.55,0.39,16.6,0.29,7.18,0.97,0.34,27.63,1.49,72.91,118.44,21.29,9.12,12.17,TDL,black,177.4,1249291,4.9,36.4,364000
10846015,Squaw,40850,2-Jul-08,6.6,G,6,Yh,4.5,14,6.44,29.72,52.9,0.07,3.74,3.26,1.42,0.03,0.5,13.94,0.08,0.34,5.39,1.1,3.3,66,7.51,2.93,1.79,0.43,3.24,0.1,0.21,0.32,13.67,0.18,4.55,,0.22,17.79,1.42,69.53,113.77,0,0,0,TDL,black,177.4,1249291,4.9,36.4,364000
10846056,Squaw,40850,7-Aug-08,6.5,G,6,Yh,3.7,12.8,6.95,71.89,151,0.19,10.68,,1.8,0.06,0.26,7.17,0.03,0.11,1.77,0.62,1.85,37.08,10.42,6.39,1.56,0.6,8.26,1.79,3.83,0.34,14.75,0.23,5.7,0.13,0.38,31.24,1.59,77.76,86.68,19.91,12.41,7.5,TDL,black,177.4,1249291,4.9,36.4,364000
11046015,Squaw,40850,14-Jul-10,5.5,G,5,Yh,3.5,13.2,6.45,15.1,15.2,0.02,1.08,0.78,2.72,0.03,0.4,11.31,0.03,0.11,1.77,0.9,2.7,54,8.23,4.81,1.82,0.19,11.85,0.58,1.25,0.45,19.31,0.19,4.8,0.13,0.27,22.14,0.91,44.59,52.69,4.91,0.05,4.86,TDL,black,177.4,1249291,4.9,36.4,364000
11146012,Squaw,40850,19-Jul-11,6.5,G,6,Yh,4.2,17.2,7.01,83.71,210,0.27,14.85,5.169,2.45,0.03,0.35,9.66,0.03,0.11,1.77,0.6,1.79,35.82,8.52,4.99,6.21,0.49,3.96,1.49,3.19,0.46,19.65,0.32,7.9,1.67,0.41,33.21,1.52,74.53,97.89,18.51,1.376,17.135,TDL,black,177.4,1249291,4.9,36.4,364000
11146053,Squaw,40850,17-Aug-11,6.8,G,6,Yh,4,20.9,7.21,128.17,224.5,0.29,15.88,6.896,2.07,0.03,0.31,8.57,0.03,0.111,1.77,0.6,1.79,35.88,4.54,12.2,3.15,0.65,8.83,1.45,3.1,0.43,18.28,0.29,7.23,2.49,0.47,38.46,1.8,88.4,17.87,7.85,0,7.852,TDL,black,177.4,1249291,4.9,36.4,364000
11246013,Squaw,40850,19-Jul-12,6.5,G,6,Yh,3.9,21.9,7.23,129.8,133.2,0.171,9.421,6.462,2.75,0.0383,0.388,10.864,0.005,0.02,0.319,0.683,2.049,40.98,13.862,13.3,0.381,0.706,8.89,2.02,4.32,0.553,23.779,0.221,5.525,2.81,0.481,39.442,2.68,131.32,126.91,11.792,0,11.79,TDL,black,177.4,1249291,4.9,36.4,364000
10246085,Sunday,40473,27-Aug-02,6,I,2,Ye,2,21.1,6.65,53.97,39.13,0.05,2.77,,7.18,0.16,0.35,9.69,0.04,0.17,2.76,1.19,3.56,71.22,16.92,3.55,5.2,0.89,2.68,3.31,7.08,1.14,49.19,0.48,11.88,1.93,0.44,36.08,2.07,101.23,263.33,49.02,26.83,22.19,MDH,black,995.8,195987,129.3,7.7,77000
10246127,Sunday,40473,12-Sep-02,5.7,I,2,Ye,1.7,19.6,6.64,49.81,11.07,0.01,0.78,1.29,6.55,0.15,0.49,13.61,0.01,0.05,0.85,1.61,4.83,96.6,9.23,2.7,3.84,0.51,9.66,2.98,6.38,1.14,48.85,0.44,10.93,1.98,0.45,36.98,1.94,95.06,248.33,34.62,20.46,14.16,MDH,black,995.8,195987,129.3,7.7,77000
10346048,Sunday,40473,10-Jul-03,5.6,I,1,Ye,1.6,17.6,6.34,42.74,64.97,0.08,4.6,1.03,6.69,0.09,0.35,9.88,0.04,0.17,2.76,1.14,3.43,68.64,13.75,3.18,3.46,0.73,7.04,2.22,4.75,1.07,45.97,0.41,10.15,1.66,0.38,30.83,1.89,92.56,334.32,70.32,41.11,29.21,MDH,black,995.8,195987,129.3,7.7,77000
10346134,Sunday,40473,7-Aug-03,5.5,I,1,Ye,0.75,19.3,6.63,51.43,19.32,0.02,1.37,1.05,7.56,0.13,0.33,9.21,0.04,0.18,2.83,1.05,3.14,62.82,13.27,4.62,4.09,0.75,4.18,3.39,7.25,1.14,48.89,0.53,13.25,1.69,0.42,34.19,2.13,104.32,317.59,59.49,32.12,27.38,MDH,black,995.8,195987,129.3,7.7,77000
10446048,Sunday,40473,21-Jul-04,5.8,I,1,Ye,1.2,15.4,6.39,48.54,81.02,0.1,5.73,1.33,7.35,0.12,0.23,6.36,0.04,0.19,2.98,0.93,2.79,55.74,12.92,2.73,3.28,0.79,3.21,2.63,5.63,1.01,43.34,0.39,9.65,1.53,0.42,34.28,1.75,85.75,319.05,67.59,48.76,18.83,MDH,black,995.8,195987,129.3,7.7,77000
10446134,Sunday,40473,9-Aug-04,5.6,I,1,Ye,1.1,15.2,6.56,54.73,39.6,0.05,2.8,1.39,6.5,0.13,0.28,7.73,0.03,0.12,1.98,0.85,2.54,50.82,11.52,6.94,6.25,0.9,8.29,3.37,7.21,1.02,43.99,0.42,10.38,1.86,0.43,35.42,1.6,78.4,300,60.47,45.6,14.87,MDH,black,995.8,195987,129.3,7.7,77000
10546048,Sunday,40473,13-Jul-05,5.2,I,1,Ye,1.3,17.9,6.28,39.34,5,0.01,0.35,0.85,6.96,0.13,0.39,11,0.01,0.06,0.89,0.93,2.79,55.8,13.85,3.96,5.89,0.6,9.07,1.94,4.15,1.26,54.18,0.43,10.75,1.55,0.36,29.19,1.66,81.49,316.09,62.71,44.77,17.94,MDH,black,995.8,195987,129.3,7.7,77000
10546134,Sunday,40473,11-Aug-05,5.2,I,1,Ye,1.2,20.4,6.33,47.45,5,0.01,0.35,0.79,8.23,0.12,0.41,11.54,0.01,0.06,0.89,0.96,2.88,57.6,19.31,4.99,6.95,0.7,8.95,2.23,4.77,1.27,54.61,0.44,10.95,1.67,0.37,30.5,1.85,90.41,295.68,72.5,53.26,19.24,MDH,black,995.8,195987,129.3,7.7,77000
10646048,Sunday,40473,24-Jul-06,5.5,I,1,Ye,1.2,16.8,5.76,32.24,17.7,0.02,1.25,1.34,8.52,0.12,0.37,10.39,0.05,0.2,3.27,0.78,2.35,46.92,13.54,5.88,5.23,0.82,3.55,2.71,5.8,,,0.28,6.95,1.76,0.3,24.6,,,454.54,115.87,80.57,35.29,MDH,black,995.8,195987,129.3,7.7,77000
